provider_name,Item_name,short_desc,long_desc,Logo_image_url,max_quantity,min_quantity,tag_name_1,code_1,value_1,tag_name_2,code_2,value_2,tag_name_3,code_3,value_3,tag_group_code_1,tag_group_code_2,tag_group_code_3,category name,category code,sku,min_price,max_price,stock_quantity,stock_status,fulfillments,base_price,tax,currency,quantity_unit
Amped Accessories,Seat Cushion Set,Comfortable memory foam cushions,"The EV Seat Cushion Set includes lumbar and seat support designed for long EV rides. Breathable, anti-slip, and ergonomic.",https://example.com/items/seatcushionset.png,100,100,"Charging Standard,Mount Type,Power Output","charging_standard,mount_type,power_output","CCS,Wall,50kW","Charging Standard,Mount Type,Power Output","charging_standard,mount_type,power_output","CCS,Wall,50kW","Charging Standard,Mount Type,Power Output","charging_standard,mount_type,power_output","CCS,Wall,50kW","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,SEA-7775,39,39,61,in stock,delivery,36,3,USD,unit
GreenGear SF,EV Dashboard Mount,Adjustable mount for phones in EVs,This universal Dashboard Mount provides strong grip and 360° rotation. Ideal for EVs with built-in navigation and display systems.,https://example.com/items/evdashboardmount.png,100,100,"Power Output,Connectivity,Compatibility","power_output,connectivity,compatibility","50kW,Bluetooth,Universal","Power Output,Connectivity,Compatibility","power_output,connectivity,compatibility","50kW,Bluetooth,Universal","Power Output,Connectivity,Compatibility","power_output,connectivity,compatibility","50kW,Bluetooth,Universal","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,EV -6699,71,71,199,in stock,delivery,65,6,USD,unit
GreenGear SF,Tire Inflator Pump,Digital portable tire inflator,"This Tire Inflator is compact and fits in your EV trunk. Features a digital pressure gauge, LED light, and auto shut-off feature.",https://example.com/items/tireinflatorpump.png,100,100,"Battery Type,Color,Charging Standard","battery_type,color,charging_standard","Lithium-ion,Black,CCS","Battery Type,Color,Charging Standard","battery_type,color,charging_standard","Lithium-ion,Black,CCS","Battery Type,Color,Charging Standard","battery_type,color,charging_standard","Lithium-ion,Black,CCS","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,TIR-3978,33,33,93,in stock,delivery,30,3,USD,unit
GreenGear SF,EV Trunk Organizer,Multi-compartment storage for EV trunks,"Organize your charging cables, tools, and groceries with this foldable EV Trunk Organizer. Built with waterproof fabric and sturdy walls.",https://example.com/items/evtrunkorganizer.png,100,100,"Connectivity,Voltage,Material","connectivity,voltage,material","Bluetooth,220V,Aluminum","Connectivity,Voltage,Material","connectivity,voltage,material","Bluetooth,220V,Aluminum","Connectivity,Voltage,Material","connectivity,voltage,material","Bluetooth,220V,Aluminum","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,EV -1094,127,127,97,in stock,delivery,116,11,USD,unit
GreenGear SF,Seat Cushion Set,Comfortable memory foam cushions,"The EV Seat Cushion Set includes lumbar and seat support designed for long EV rides. Breathable, anti-slip, and ergonomic.",https://example.com/items/seatcushionset.png,100,100,"Connectivity,Battery Type,Charging Standard","connectivity,battery_type,charging_standard","Bluetooth,Lithium-ion,CCS","Connectivity,Battery Type,Charging Standard","connectivity,battery_type,charging_standard","Bluetooth,Lithium-ion,CCS","Connectivity,Battery Type,Charging Standard","connectivity,battery_type,charging_standard","Bluetooth,Lithium-ion,CCS","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,SEA-3509,27,27,157,in stock,delivery,25,2,USD,unit
eVolt Outfitters,EV Dashboard Mount,Adjustable mount for phones in EVs,This universal Dashboard Mount provides strong grip and 360° rotation. Ideal for EVs with built-in navigation and display systems.,https://example.com/items/evdashboardmount.png,100,100,"Battery Type,Warranty,Connectivity","battery_type,warranty,connectivity","Lithium-ion,2 years,Bluetooth","Battery Type,Warranty,Connectivity","battery_type,warranty,connectivity","Lithium-ion,2 years,Bluetooth","Battery Type,Warranty,Connectivity","battery_type,warranty,connectivity","Lithium-ion,2 years,Bluetooth","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,EV -6086,22,22,96,in stock,delivery,20,2,USD,unit
eVolt Outfitters,Tire Inflator Pump,Digital portable tire inflator,"This Tire Inflator is compact and fits in your EV trunk. Features a digital pressure gauge, LED light, and auto shut-off feature.",https://example.com/items/tireinflatorpump.png,100,100,"Color,Compatibility,Power Output","color,compatibility,power_output","Black,Universal,50kW","Color,Compatibility,Power Output","color,compatibility,power_output","Black,Universal,50kW","Color,Compatibility,Power Output","color,compatibility,power_output","Black,Universal,50kW","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,TIR-9090,163,163,98,in stock,delivery,149,14,USD,unit
eVolt Outfitters,EV Trunk Organizer,Multi-compartment storage for EV trunks,"Organize your charging cables, tools, and groceries with this foldable EV Trunk Organizer. Built with waterproof fabric and sturdy walls.",https://example.com/items/evtrunkorganizer.png,100,100,"Mount Type,Color,Battery Type","mount_type,color,battery_type","Wall,Black,Lithium-ion","Mount Type,Color,Battery Type","mount_type,color,battery_type","Wall,Black,Lithium-ion","Mount Type,Color,Battery Type","mount_type,color,battery_type","Wall,Black,Lithium-ion","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,EV -9875,66,66,107,in stock,delivery,60,6,USD,unit
eVolt Outfitters,Seat Cushion Set,Comfortable memory foam cushions,"The EV Seat Cushion Set includes lumbar and seat support designed for long EV rides. Breathable, anti-slip, and ergonomic.",https://example.com/items/seatcushionset.png,100,100,"Battery Type,Compatibility,Connectivity","battery_type,compatibility,connectivity","Lithium-ion,Universal,Bluetooth","Battery Type,Compatibility,Connectivity","battery_type,compatibility,connectivity","Lithium-ion,Universal,Bluetooth","Battery Type,Compatibility,Connectivity","battery_type,compatibility,connectivity","Lithium-ion,Universal,Bluetooth","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,SEA-7093,100,100,89,in stock,delivery,91,9,USD,unit
WattWise,EV Dashboard Mount,Adjustable mount for phones in EVs,This universal Dashboard Mount provides strong grip and 360° rotation. Ideal for EVs with built-in navigation and display systems.,https://example.com/items/evdashboardmount.png,100,100,"Charging Standard,Mount Type,Color","charging_standard,mount_type,color","CCS,Wall,Black","Charging Standard,Mount Type,Color","charging_standard,mount_type,color","CCS,Wall,Black","Charging Standard,Mount Type,Color","charging_standard,mount_type,color","CCS,Wall,Black","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,EV -3721,46,46,198,in stock,delivery,42,4,USD,unit
WattWise,Tire Inflator Pump,Digital portable tire inflator,"This Tire Inflator is compact and fits in your EV trunk. Features a digital pressure gauge, LED light, and auto shut-off feature.",https://example.com/items/tireinflatorpump.png,100,100,"Power Output,Material,Mount Type","power_output,material,mount_type","50kW,Aluminum,Wall","Power Output,Material,Mount Type","power_output,material,mount_type","50kW,Aluminum,Wall","Power Output,Material,Mount Type","power_output,material,mount_type","50kW,Aluminum,Wall","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,TIR-4347,54,54,92,in stock,delivery,49,5,USD,unit
WattWise,EV Trunk Organizer,Multi-compartment storage for EV trunks,"Organize your charging cables, tools, and groceries with this foldable EV Trunk Organizer. Built with waterproof fabric and sturdy walls.",https://example.com/items/evtrunkorganizer.png,100,100,"Connectivity,Voltage,Mount Type","connectivity,voltage,mount_type","Bluetooth,220V,Wall","Connectivity,Voltage,Mount Type","connectivity,voltage,mount_type","Bluetooth,220V,Wall","Connectivity,Voltage,Mount Type","connectivity,voltage,mount_type","Bluetooth,220V,Wall","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,EV -9271,94,94,58,in stock,delivery,86,8,USD,unit
WattWise,Seat Cushion Set,Comfortable memory foam cushions,"The EV Seat Cushion Set includes lumbar and seat support designed for long EV rides. Breathable, anti-slip, and ergonomic.",https://example.com/items/seatcushionset.png,100,100,"Mount Type,Power Output,Warranty","mount_type,power_output,warranty","Wall,50kW,2 years","Mount Type,Power Output,Warranty","mount_type,power_output,warranty","Wall,50kW,2 years","Mount Type,Power Output,Warranty","mount_type,power_output,warranty","Wall,50kW,2 years","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,SEA-7322,129,129,51,in stock,delivery,118,11,USD,unit
DriveAddons,EV Dashboard Mount,Adjustable mount for phones in EVs,This universal Dashboard Mount provides strong grip and 360° rotation. Ideal for EVs with built-in navigation and display systems.,https://example.com/items/evdashboardmount.png,100,100,"Voltage,Mount Type,Color","voltage,mount_type,color","220V,Wall,Black","Voltage,Mount Type,Color","voltage,mount_type,color","220V,Wall,Black","Voltage,Mount Type,Color","voltage,mount_type,color","220V,Wall,Black","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,EV -6925,128,128,76,in stock,delivery,117,11,USD,unit
DriveAddons,Tire Inflator Pump,Digital portable tire inflator,"This Tire Inflator is compact and fits in your EV trunk. Features a digital pressure gauge, LED light, and auto shut-off feature.",https://example.com/items/tireinflatorpump.png,100,100,"Color,Voltage,Material","color,voltage,material","Black,220V,Aluminum","Color,Voltage,Material","color,voltage,material","Black,220V,Aluminum","Color,Voltage,Material","color,voltage,material","Black,220V,Aluminum","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,TIR-7351,76,76,187,in stock,delivery,69,7,USD,unit
DriveAddons,EV Trunk Organizer,Multi-compartment storage for EV trunks,"Organize your charging cables, tools, and groceries with this foldable EV Trunk Organizer. Built with waterproof fabric and sturdy walls.",https://example.com/items/evtrunkorganizer.png,100,100,"Color,Mount Type,Connectivity","color,mount_type,connectivity","Black,Wall,Bluetooth","Color,Mount Type,Connectivity","color,mount_type,connectivity","Black,Wall,Bluetooth","Color,Mount Type,Connectivity","color,mount_type,connectivity","Black,Wall,Bluetooth","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,EV -2757,69,69,139,in stock,delivery,63,6,USD,unit
DriveAddons,Seat Cushion Set,Comfortable memory foam cushions,"The EV Seat Cushion Set includes lumbar and seat support designed for long EV rides. Breathable, anti-slip, and ergonomic.",https://example.com/items/seatcushionset.png,100,100,"Warranty,Charging Standard,Battery Type","warranty,charging_standard,battery_type","2 years,CCS,Lithium-ion","Warranty,Charging Standard,Battery Type","warranty,charging_standard,battery_type","2 years,CCS,Lithium-ion","Warranty,Charging Standard,Battery Type","warranty,charging_standard,battery_type","2 years,CCS,Lithium-ion","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,SEA-3594,44,44,178,in stock,delivery,40,4,USD,unit
VoltMate Store,EV Dashboard Mount,Adjustable mount for phones in EVs,This universal Dashboard Mount provides strong grip and 360° rotation. Ideal for EVs with built-in navigation and display systems.,https://example.com/items/evdashboardmount.png,100,100,"Voltage,Power Output,Battery Type","voltage,power_output,battery_type","220V,50kW,Lithium-ion","Voltage,Power Output,Battery Type","voltage,power_output,battery_type","220V,50kW,Lithium-ion","Voltage,Power Output,Battery Type","voltage,power_output,battery_type","220V,50kW,Lithium-ion","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,EV -5342,66,66,125,in stock,delivery,60,6,USD,unit
VoltMate Store,Tire Inflator Pump,Digital portable tire inflator,"This Tire Inflator is compact and fits in your EV trunk. Features a digital pressure gauge, LED light, and auto shut-off feature.",https://example.com/items/tireinflatorpump.png,100,100,"Battery Type,Connectivity,Material","battery_type,connectivity,material","Lithium-ion,Bluetooth,Aluminum","Battery Type,Connectivity,Material","battery_type,connectivity,material","Lithium-ion,Bluetooth,Aluminum","Battery Type,Connectivity,Material","battery_type,connectivity,material","Lithium-ion,Bluetooth,Aluminum","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,TIR-7993,23,23,162,in stock,delivery,21,2,USD,unit
VoltMate Store,EV Trunk Organizer,Multi-compartment storage for EV trunks,"Organize your charging cables, tools, and groceries with this foldable EV Trunk Organizer. Built with waterproof fabric and sturdy walls.",https://example.com/items/evtrunkorganizer.png,100,100,"Connectivity,Color,Power Output","connectivity,color,power_output","Bluetooth,Black,50kW","Connectivity,Color,Power Output","connectivity,color,power_output","Bluetooth,Black,50kW","Connectivity,Color,Power Output","connectivity,color,power_output","Bluetooth,Black,50kW","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,EV -7206,160,160,83,in stock,delivery,146,14,USD,unit
VoltMate Store,Seat Cushion Set,Comfortable memory foam cushions,"The EV Seat Cushion Set includes lumbar and seat support designed for long EV rides. Breathable, anti-slip, and ergonomic.",https://example.com/items/seatcushionset.png,100,100,"Color,Charging Standard,Connectivity","color,charging_standard,connectivity","Black,CCS,Bluetooth","Color,Charging Standard,Connectivity","color,charging_standard,connectivity","Black,CCS,Bluetooth","Color,Charging Standard,Connectivity","color,charging_standard,connectivity","Black,CCS,Bluetooth","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,SEA-5388,126,126,179,in stock,delivery,115,11,USD,unit
EVstyle Garage,EV Dashboard Mount,Adjustable mount for phones in EVs,This universal Dashboard Mount provides strong grip and 360° rotation. Ideal for EVs with built-in navigation and display systems.,https://example.com/items/evdashboardmount.png,100,100,"Battery Type,Compatibility,Power Output","battery_type,compatibility,power_output","Lithium-ion,Universal,50kW","Battery Type,Compatibility,Power Output","battery_type,compatibility,power_output","Lithium-ion,Universal,50kW","Battery Type,Compatibility,Power Output","battery_type,compatibility,power_output","Lithium-ion,Universal,50kW","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,EV -8762,61,61,118,in stock,delivery,56,5,USD,unit
EVstyle Garage,Tire Inflator Pump,Digital portable tire inflator,"This Tire Inflator is compact and fits in your EV trunk. Features a digital pressure gauge, LED light, and auto shut-off feature.",https://example.com/items/tireinflatorpump.png,100,100,"Mount Type,Warranty,Material","mount_type,warranty,material","Wall,2 years,Aluminum","Mount Type,Warranty,Material","mount_type,warranty,material","Wall,2 years,Aluminum","Mount Type,Warranty,Material","mount_type,warranty,material","Wall,2 years,Aluminum","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,TIR-1043,142,142,77,in stock,delivery,130,12,USD,unit
EVstyle Garage,EV Trunk Organizer,Multi-compartment storage for EV trunks,"Organize your charging cables, tools, and groceries with this foldable EV Trunk Organizer. Built with waterproof fabric and sturdy walls.",https://example.com/items/evtrunkorganizer.png,100,100,"Mount Type,Compatibility,Power Output","mount_type,compatibility,power_output","Wall,Universal,50kW","Mount Type,Compatibility,Power Output","mount_type,compatibility,power_output","Wall,Universal,50kW","Mount Type,Compatibility,Power Output","mount_type,compatibility,power_output","Wall,Universal,50kW","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,EV -3481,76,76,127,in stock,delivery,69,7,USD,unit
EVstyle Garage,Seat Cushion Set,Comfortable memory foam cushions,"The EV Seat Cushion Set includes lumbar and seat support designed for long EV rides. Breathable, anti-slip, and ergonomic.",https://example.com/items/seatcushionset.png,100,100,"Warranty,Mount Type,Color","warranty,mount_type,color","2 years,Wall,Black","Warranty,Mount Type,Color","warranty,mount_type,color","2 years,Wall,Black","Warranty,Mount Type,Color","warranty,mount_type,color","2 years,Wall,Black","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,SEA-2064,50,50,160,in stock,delivery,46,4,USD,unit
PluggedIn Essentials,EV Dashboard Mount,Adjustable mount for phones in EVs,This universal Dashboard Mount provides strong grip and 360° rotation. Ideal for EVs with built-in navigation and display systems.,https://example.com/items/evdashboardmount.png,100,100,"Charging Standard,Battery Type,Warranty","charging_standard,battery_type,warranty","CCS,Lithium-ion,2 years","Charging Standard,Battery Type,Warranty","charging_standard,battery_type,warranty","CCS,Lithium-ion,2 years","Charging Standard,Battery Type,Warranty","charging_standard,battery_type,warranty","CCS,Lithium-ion,2 years","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,EV -4409,84,84,131,in stock,delivery,77,7,USD,unit
PluggedIn Essentials,Tire Inflator Pump,Digital portable tire inflator,"This Tire Inflator is compact and fits in your EV trunk. Features a digital pressure gauge, LED light, and auto shut-off feature.",https://example.com/items/tireinflatorpump.png,100,100,"Connectivity,Power Output,Compatibility","connectivity,power_output,compatibility","Bluetooth,50kW,Universal","Connectivity,Power Output,Compatibility","connectivity,power_output,compatibility","Bluetooth,50kW,Universal","Connectivity,Power Output,Compatibility","connectivity,power_output,compatibility","Bluetooth,50kW,Universal","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,TIR-6024,30,30,89,in stock,delivery,27,3,USD,unit
PluggedIn Essentials,EV Trunk Organizer,Multi-compartment storage for EV trunks,"Organize your charging cables, tools, and groceries with this foldable EV Trunk Organizer. Built with waterproof fabric and sturdy walls.",https://example.com/items/evtrunkorganizer.png,100,100,"Charging Standard,Voltage,Power Output","charging_standard,voltage,power_output","CCS,220V,50kW","Charging Standard,Voltage,Power Output","charging_standard,voltage,power_output","CCS,220V,50kW","Charging Standard,Voltage,Power Output","charging_standard,voltage,power_output","CCS,220V,50kW","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,EV -6450,160,160,199,in stock,delivery,146,14,USD,unit
PluggedIn Essentials,Seat Cushion Set,Comfortable memory foam cushions,"The EV Seat Cushion Set includes lumbar and seat support designed for long EV rides. Breathable, anti-slip, and ergonomic.",https://example.com/items/seatcushionset.png,100,100,"Warranty,Voltage,Battery Type","warranty,voltage,battery_type","2 years,220V,Lithium-ion","Warranty,Voltage,Battery Type","warranty,voltage,battery_type","2 years,220V,Lithium-ion","Warranty,Voltage,Battery Type","warranty,voltage,battery_type","2 years,220V,Lithium-ion","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,SEA-8305,50,50,111,in stock,delivery,46,4,USD,unit
SparkCharge Store,EV Dashboard Mount,Adjustable mount for phones in EVs,This universal Dashboard Mount provides strong grip and 360° rotation. Ideal for EVs with built-in navigation and display systems.,https://example.com/items/evdashboardmount.png,100,100,"Charging Standard,Compatibility,Color","charging_standard,compatibility,color","CCS,Universal,Black","Charging Standard,Compatibility,Color","charging_standard,compatibility,color","CCS,Universal,Black","Charging Standard,Compatibility,Color","charging_standard,compatibility,color","CCS,Universal,Black","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,EV -9132,44,44,52,in stock,delivery,40,4,USD,unit
SparkCharge Store,Tire Inflator Pump,Digital portable tire inflator,"This Tire Inflator is compact and fits in your EV trunk. Features a digital pressure gauge, LED light, and auto shut-off feature.",https://example.com/items/tireinflatorpump.png,100,100,"Color,Connectivity,Charging Standard","color,connectivity,charging_standard","Black,Bluetooth,CCS","Color,Connectivity,Charging Standard","color,connectivity,charging_standard","Black,Bluetooth,CCS","Color,Connectivity,Charging Standard","color,connectivity,charging_standard","Black,Bluetooth,CCS","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,TIR-8999,161,161,70,in stock,delivery,147,14,USD,unit
SparkCharge Store,EV Trunk Organizer,Multi-compartment storage for EV trunks,"Organize your charging cables, tools, and groceries with this foldable EV Trunk Organizer. Built with waterproof fabric and sturdy walls.",https://example.com/items/evtrunkorganizer.png,100,100,"Color,Warranty,Power Output","color,warranty,power_output","Black,2 years,50kW","Color,Warranty,Power Output","color,warranty,power_output","Black,2 years,50kW","Color,Warranty,Power Output","color,warranty,power_output","Black,2 years,50kW","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,EV -4847,142,142,197,in stock,delivery,130,12,USD,unit
SparkCharge Store,Seat Cushion Set,Comfortable memory foam cushions,"The EV Seat Cushion Set includes lumbar and seat support designed for long EV rides. Breathable, anti-slip, and ergonomic.",https://example.com/items/seatcushionset.png,100,100,"Mount Type,Color,Charging Standard","mount_type,color,charging_standard","Wall,Black,CCS","Mount Type,Color,Charging Standard","mount_type,color,charging_standard","Wall,Black,CCS","Mount Type,Color,Charging Standard","mount_type,color,charging_standard","Wall,Black,CCS","gen_spec","prod_spec","tech_spec",EV Accessories,ev_acc,SEA-7793,45,45,137,in stock,delivery,41,4,USD,unit
