Route,Resource,Strapi Status,Location,DOMAIN,Item_name,short_desc,long_desc,Logo_image_url,provider_id (Leave),max_quantity,min_quantity,tag_name,code,value,category name,category code,provider_name,provider_short_desc,provider_long_desc,provider_Logo_image_url,provider_id,provider_uri,sku,min_price,max_price,stock_quantity,stock_status,Address,City,State,Country,zip,latitude,longitude,gps,fulfillments
WY-120W,Megha,Done,,Hotel,Super Deluxe Room_IHG Hotel,Twin Beds with AC,Spacious Accomodation for you and your friends,https://lh3.googleusercontent.com/p/AF1QipN3-nphahTAaOqAxvjlM0Hk2ac_PjBPVng2YISS=s1360-w1360-h1020,,5,1,"Hotels, Accomodation, Luxurious Room",ABC_Hotel,Deluxe_Room,Deluxe_Room,Luxury Rooms,"Holiday Inn Express & Suites Fraser - Winter Park Area, an IHG Hotel",Bed and Breakfast,"A luxurious hotel, offering exceptional amenities and service.",https://lh5.googleusercontent.com/p/AF1QipNUBq8-Zb5NZ6NclsyICgy3PnlC-8JXQAM1la-c=w768-h240-k-no,,https://www.ihg.com/holidayinnexpress/hotels/us/en/fraser/fexco/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-US-_-FEXCO,Hot_006,99,150,20,Yes,"108 Zerex St, Fraser, CO 80442, United States",Fraser,Colorado,USA,80442,39.9568809,-105.9375386,"39.9568809,-105.9375386","CHECK-IN, CHECK-OUT"
WY-120W,Megha,,,Hotel,Super Deluxe Room,Twin Beds with AC,Spacious Accomodation for you and your friends,https://lh3.googleusercontent.com/gps-proxy/ALd4DhF615V2L-D6Zru6Eb3rE-JYcYlL0KEmMQQAEqZhtSPTHwYMC9ao7BKyC-rYTOnxdkTmeFVFQ-tiKLZstmw_t9oqeIxYvqtQ7q9o62neQTVy8mCgg3Ur23BShoIgRb5gCOYeINaB8jbRdeSIvM7yHZBJuVitnVBJqeU1Ge4PYdhqfc5Uj0KExwyg=w408-h269-k-no,,5,1,"Hotels, Accomodation, Luxurious Room",ABC_Hotel,Deluxe_Room,Deluxe_Room,Luxury Rooms,Hotel Wolf,Bed and Breakfast,"A luxurious hotel, offering exceptional amenities and service.",https://lh3.googleusercontent.com/gps-proxy/ALd4DhF615V2L-D6Zru6Eb3rE-JYcYlL0KEmMQQAEqZhtSPTHwYMC9ao7BKyC-rYTOnxdkTmeFVFQ-tiKLZstmw_t9oqeIxYvqtQ7q9o62neQTVy8mCgg3Ur23BShoIgRb5gCOYeINaB8jbRdeSIvM7yHZBJuVitnVBJqeU1Ge4PYdhqfc5Uj0KExwyg=w408-h269-k-no,,https://www.wolfhotel.com/,Hot_007,99,150,20,Yes,"101 E Bridge Ave, Saratoga, WY 82331, United States",Saratoga,Wyoming,USA,82331,41.6188206,-109.9716071,"41.6188206,-109.9716071","CHECK-IN, CHECK-OUT"
WY-120W,Megha,,,Hotel,Super Deluxe Room,Twin Beds with AC,Spacious Accomodation for you and your friends,https://lh3.googleusercontent.com/proxy/avUaQ9fq3NQxbggUjq0Pk3Nz3Lca3VwLMQ9q5DjDd5jP-v6as_C8oWPK9voa191u_G72ezG7acHwwjHwOtwxl1lMQSXTg1vponMZYK94NboYPy9g2GQQytgQrSelzN_xwfYbghX563W41eRBIlkQGgYcONUknqE=s1360-w1360-h1020,,5,1,"Hotels, Accomodation, Luxurious Room",ABC_Hotel,Deluxe_Room,Deluxe_Room,Luxury Rooms,Lake Yellowstone Hotel,Bed and Breakfast,"A luxurious hotel, offering exceptional amenities and service.",https://lh5.googleusercontent.com/p/AF1QipNg2K83nFhnLf03SCgK1G46WaGDmRgp8SfV82H9=w408-h272-k-no,,https://www.yellowstonenationalparklodges.com/lodgings/cabin/lake-yellowstone-hotel-cabins/,Hot_008,99,150,20,Yes,"Yellowstone National Park, 235 Yellowstone Lake Rd, 236 Yellowstone Lake Rd, Yellowstone National Park, WY 82190, United States",Yellowstone National Park,Wyoming,USA,82190,44.6722358,-110.726406,"44.6722358,-110.726406","CHECK-IN, CHECK-OUT"
WY-120W,Megha,,,Hotel,Super Deluxe Room,Twin Beds with AC,Spacious Accomodation for you and your friends,https://lh3.googleusercontent.com/p/AF1QipNiXZgHrO4vF1_cZKDOCpWGToOwsItWQ4LT6Awq=s1360-w1360-h1020,,5,1,"Hotels, Accomodation, Luxurious Room",ABC_Hotel,Deluxe_Room,Deluxe_Room,Luxury Rooms,Littletree Inn,Bed and Breakfast,"A luxurious hotel, offering exceptional amenities and service.",https://lh3.googleusercontent.com/p/AF1QipPRtB9GyqTHHHPDbmf4pLoy79P_z-cQArgI-3cz=s1360-w1360-h1020,,http://www.littletreeinn.com/,Hot_009,99,150,20,Yes,"62000 US-40, Granby, CO 80446, United States",Granby,Colorado,USA,80446,40.0780714,-106.2244951,"40.0780714,-106.2244951","CHECK-IN, CHECK-OUT"
WY-120W,Megha,,,Hotel,Super Deluxe Room,Twin Beds with AC,Spacious Accomodation for you and your friends,https://lh3.googleusercontent.com/p/AF1QipM7FKbNaa4SuOmAwOQ8XxI3-5NgzXUOyytL1X1r=s1360-w1360-h1020,,5,1,"Hotels, Accomodation, Luxurious Room",ABC_Hotel,Deluxe_Room,Deluxe_Room,Luxury Rooms,"The Golden Hotel, Ascend Hotel Collection",Bed and Breakfast,"A luxurious hotel, offering exceptional amenities and service.",https://lh3.googleusercontent.com/p/AF1QipOUXZfLBuPSc7Z9tAwN4x_brpLqJlG0djgMVN2_=s1360-w1360-h1020,,http://www.thegoldenhotel.com/,Hot_010,99,150,20,Yes,"800 11th St, Golden, CO 80401, United States",Golden,Colorado,USA,80401,39.875364,-105.8778451,"39.875364,-105.8778451","CHECK-IN, CHECK-OUT"
US-20 W,Megha,Done,,Hotel,Super Deluxe Room,Queen Size Beds with AC,Spacious Accomodation for you and your friends,https://lh5.googleusercontent.com/p/AF1QipNoSvrYihmdvWnyIss0gpgmRQXo-q8xdmWsQGIK=w408-h271-k-no,,5,1,"Hotels, Accomodation, Luxurious Room",ABC_Hotel,Deluxe_Room,Deluxe_Room,Luxury Rooms,The Armstrong Hotel,Bed and Breakfast,"A luxurious hotel, offering exceptional amenities and service.",https://lh5.googleusercontent.com/p/AF1QipNoSvrYihmdvWnyIss0gpgmRQXo-q8xdmWsQGIK=w408-h271-k-no,,https://thearmstronghotel.com/?gad_source=1&gclid=Cj0KCQjwq86wBhDiARIsAJhuphmfAN-51Uj4kKtMN7mB2x64vamDdyzzIAxzXEughJXvQeAezaJhGzsaAi4LEALw_wcB,Hot_999,99,150,20,Yes,"259 S College Ave, Fort Collins",Fort Collins,Colarado,USA,80524,40.61752,-105.08407,"40.61752,-105.08407","CHECK-IN, CHECK-OUT"
US-20 W,Faiz,,,Hotel,Super Deluxe Room_Wynd,Twin Beds with AC,Spacious Accomodation for you and your friends,https://businesstravellife.com/wp-content/uploads/2015/09/best-hotel-beds-marriott.jpg,,5,1,"Hotels, Accomodation, Luxurious Room",ABC_Hotel,Deluxe_Room,Deluxe_Room,Luxury Rooms,Days Inn by Wyndham Laramie,Bed and Breakfast,"A luxurious hotel, offering exceptional amenities and service.",https://content.bnbfinder.com/primary_images/01E9MN4B6AXARVWDMEBWK24CEV/one_up_high_res_default.jpg?1590905703,,https://www.wyndhamhotels.com/travelodge/laramie-wyoming/travelodge-laramie/overview?iata=99922675&gad_source=1&gclid=Cj0KCQjwq86wBhDiARIsAJhuphkfvQ4eOti4fhCDfUP-S9veP46kwNo2VJPrQHBE0Ie5nm-kKuVSbzkaAjgGEALw_wcB,Hot_997,99,150,20,Yes,"4712 Grand Ave, Laramie",Laramie,Wyoming,USA,82070,41.2993864,-107.9003562,"41.2993864,-107.9003562","CHECK-IN, CHECK-OUT"
US-20 W,Faiz,,,Hotel,Super Deluxe Room_Holi,Twin Beds with AC,Spacious Accomodation for you and your friends,https://tse4.mm.bing.net/th/id/OIP.lKaGarvMechUvFTWXQyvyQHaC9?w=1024&h=409&rs=1&pid=ImgDetMain,,5,1,"Hotels, Accomodation, Luxurious Room",ABC_Hotel,Deluxe_Room,Deluxe_Room,Luxury Rooms,"Holiday Inn Express Denver Downtown, an IHG Hotel",Bed and Breakfast,"A luxurious hotel, offering exceptional amenities and service.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/4b/c8/26/exterior.jpg?w=700&h=-1&s=1,,https://www.hiexpress.com/hotels/us/en/denver/dende/hoteldetail?fromRedirect=true&qSrt=sBR&qIta=03717490&icdv=03717490&gad_source=1&gclid=Cj0KCQjwq86wBhDiARIsAJhuphmaEib-1zfRWTwUzx4JSbXg0o2iCy-w3_PcGaPh-JkhGbcgiFyNaigaAmacEALw_wcB,Hot_996,99,150,20,Yes,1715 Tremont Place,Denver,Colorado,USA,82070,40.3863,-104.36148,"40.3863, -104.36148","CHECK-IN, CHECK-OUT"
US-20 W,Faiz,,,Hotel,Super Deluxe Room_Staybridge,Twin Beds with AC,Spacious Accomodation for you and your friends,https://tse3.mm.bing.net/th/id/OIP.pNXi8hpLxiSgXdISqp88UAHaEJ?w=768&h=430&rs=1&pid=ImgDetMain,,5,1,"Hotels, Accomodation, Luxurious Room",ABC_Hotel,Deluxe_Room,Deluxe_Room,Luxury Rooms,"Staybridge Suites Denver Downtown, an IHG Hotel",Bed and Breakfast,"A luxurious hotel, offering exceptional amenities and service.",https://lh3.googleusercontent.com/p/AF1QipMmPzzCR_Z6Js-whNRHtqwM8Fq_zOxFtxRfbHQF=s1360-w1360-h1020,,https://www.staybridge.com/hotels/us/en/littleton/denll/hoteldetail?fromRedirect=true&qSrt=sBR&qIta=03717490&icdv=03717490&gad_source=1&gclid=Cj0KCQjwq86wBhDiARIsAJhuphnA2ihWR7E-VdoXPQ1Zd4lbdtTAu9AXg8lNfvb41933CcLG-rOk58AaAjK-EALw_wcB,Hot_995,99,150,20,Yes,333 W Colfax Ave,Denver,Colarado,USA,80204,39.97936,-104.64229,"39.97936, -104.64229","CHECK-IN, CHECK-OUT"
US-20 W,Faiz,,,Hotel,Super Deluxe Room_Days,Twin Beds with AC,Spacious Accomodation for you and your friends,https://media-cdn.tripadvisor.com/media/photo-s/10/40/d8/24/deluxe-king-waterview.jpg,,5,1,"Hotels, Accomodation, Luxurious Room",ABC_Hotel,Deluxe_Room,Deluxe_Room,Luxury Rooms,Days Inn by Wyndham Denver Downtown,Bed and Breakfast,"A luxurious hotel, offering exceptional amenities and service.",https://www.wyndhamhotels.com/days-inn/denver-colorado/days-inn-denver-downtown/overview?iata=99922675&gad_source=1&gclid=Cj0KCQjwq86wBhDiARIsAJhuphkFEiimDvODX2nY2PXmSa6QeiZ7mmxdzJRAcvPNszbQeWZer1gVg9EaAnl0EALw_wcB,,https://lh3.googleusercontent.com/p/AF1QipNFZCGz67-w2VbBlfKmGb1GaGFNHMicozFIjYVW=s1360-w1360-h1020,Hot_994,99,150,20,Yes,930 E Colfax Ave,Denver,Colarado,USA,80218,39.88637,-101.94517,"39.88637, -101.94517","CHECK-IN, CHECK-OUT"
US-20 W,Faiz,,,Hotel,Super Deluxe Room_Auto,Twin Beds with AC,Spacious Accomodation for you and your friends,https://media-cdn.tripadvisor.com/media/photo-s/13/37/d9/96/guest-room.jpg,,5,1,"Hotels, Accomodation, Luxurious Room",ABC_Hotel,Deluxe_Room,Deluxe_Room,Luxury Rooms,"The Elizabeth Hotel, Autograph Collection",Bed and Breakfast,"A luxurious hotel, offering exceptional amenities and service.",https://lh3.googleusercontent.com/p/AF1QipMaRi8ujtSGVkCBGnl93LLaSQgF9JuoXIIV1dVG=s1360-w1360-h1020,,https://www.theelizabethcolorado.com/,Hot_993,99,150,20,Yes,"111 Chestnut St, Fort Collins",Fort Collins,Colarado,USA,80524,40.9937,-105.2572,"40.9937, -105.2572","CHECK-IN, CHECK-OUT"
US-20 W,Faiz,,,Hotel,Super Deluxe Room_Wylaramie,Twin Beds with AC,Spacious Accomodation for you and your friends,https://tse1.mm.bing.net/th/id/OIP.gfl-3sS7fZYjcRyIxMZUNwHaE8?w=768&h=512&rs=1&pid=ImgDetMain,,5,1,"Hotels, Accomodation, Luxurious Room",ABC_Hotel,Deluxe_Room,Deluxe_Room,Luxury Rooms,Travelodge by Wyndham Laramie,Bed and Breakfast,"A luxurious hotel, offering exceptional amenities and service.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToGKYAqljYNzFIqCUeDj787qVAiInvYnEbKr7w6s03mg&s,,https://www.wyndhamhotels.com/travelodge/laramie-wyoming/travelodge-laramie/overview?iata=99922675&gad_source=1&gclid=Cj0KCQjwq86wBhDiARIsAJhuphkRM-tGLC-vz8CzLr-bLn1ndE-_3eccV9CxFGCUtanQojJ_3ntuAj0aAg6cEALw_wcB,Hot_992,99,150,20,Yes,"421 Boswell Dr, Laramie",Laramie,Wyoming,USA,82070,41.637,-105.4333,"41.637, -105.4333","CHECK-IN, CHECK-OUT"
US-20 W,Faiz,,,Hotel,Super Deluxe Room_Curtis,Twin Beds with AC,Spacious Accomodation for you and your friends,https://tse3.mm.bing.net/th/id/OIP.s-eS-q9HG5TtQSpdJ5cgGwHaEj?w=542&h=333&rs=1&pid=ImgDetMain,,5,1,"Hotels, Accomodation, Luxurious Room",ABC_Hotel,Deluxe_Room,Deluxe_Room,Luxury Rooms,the Curtis Denver - a DoubleTree by Hilton Hotel,Bed and Breakfast,"A luxurious hotel, offering exceptional amenities and service.",https://lh3.googleusercontent.com/p/AF1QipMH0LJxaG_HNAU9hq-KlX5QdgxXCJ9e4H_JIj7P=s1360-w1360-h1020,,https://www.hilton.com/en/hotels/denchdt-the-curtis-denver/?WT.mc_id=zlada0ww1DT2psh3ggl4amphtbrd5dkt6DENCHDT7_153682779_1003528&gad_source=1&gclid=Cj0KCQjwq86wBhDiARIsAJhuphkXpascmRYngl1m1z4AnH-MjPnFQv6ZscFryhh-2Y-abI80tGl4ZQ8aAqiOEALw_wcB&gclsrc=aw.ds,Hot_991,99,150,20,Yes,"1405 Curtis Street, Denver, CO 80202",Denver,Colarado,USA,80202,40.15893,-105.12569,"40.15893, -105.12569","CHECK-IN, CHECK-OUT"
US-20 W,Faiz,,,Hotel,Super Deluxe Room_Hyatt,Twin Beds with AC,Spacious Accomodation for you and your friends,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/de/06/09/manhattan-view.jpg?w=700&h=-1&s=1,,5,1,"Hotels, Accomodation, Luxurious Room",ABC_Hotel,Deluxe_Room,Deluxe_Room,Luxury Rooms,Hyatt Hotel (Dummy),Bed and Breakfast,"A luxurious hotel, offering exceptional amenities and service.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfDpa09e4SDg4qO2uaitON204IClwxGgmzm_hTCDlJKA&s,,https://www.hyatt.com/?src=adm_sem_crp_chico_crp_ppc_Hyatt-Brand-General-All-Hyatt-All_google_Evergreen2022_e_hyatt%20hotels&gad_source=1&gclid=Cj0KCQjwq86wBhDiARIsAJhuphkjyDOLlpglQsqho70m-PWkpPmX39aK_HULOoUkgvodXnY_f0uke_caAgZTEALw_wcB,Hot_990,99,150,20,Yes,"135, Penny Lane",Denver,Colarado,USA,80206,40.10224,-104.99863,"40.10224, -104.99863","CHECK-IN, CHECK-OUT"
US-20 W,Siddharth,,,Hotel,Super Deluxe Room_Dummywynd,Twin Beds with AC,Spacious Accomodation for you and your friends,https://i.travelapi.com/hotels/1000000/10000/9600/9572/361165d3_z.jpg,,5,1,"Hotels, Accomodation, Luxurious Room",ABC_Hotel,Deluxe_Room,Deluxe_Room,Luxury Rooms,Wyndham Roomstays (Dummy),Bed and Breakfast,"A luxurious hotel, offering exceptional amenities and service.",https://corporate.wyndhamhotels.com/wp-content/uploads/2018/11/09.-Hotel-Galvez-and-Spa-A-Wyndham-Grand-Hotel-690x460.jpg,,https://www.wyndhamhotels.com/en-uk,Hot_989,99,150,20,Yes,"221B, Baker Street",Denver,Colarado,USA,80203,,,"40.34141, -104.98020","CHECK-IN, CHECK-OUT"
"Route -1 : 
I-25 N",Megha,Done,Denver,Retail,Packaged food - snacks,"Snacks are quick bites of food enjoyed between meals or as light refreshments, offering convenience and satisfaction in various flavors and forms.","Snacks are convenient and often flavorful food items consumed between meals or as light refreshments. Ranging from savory to sweet, snacks come in diverse forms such as chips, nuts, crackers, cookies, fruit bars, and more. They offer quick satisfaction, energy boosts, and sometimes nutritional benefits, catering to different tastes and dietary preferences. Snacks are enjoyed on-the-go, during breaks, or as accompaniments to social gatherings, providing a convenient and versatile option for satisfying hunger cravings and indulging in culinary delights.",https://lh5.googleusercontent.com/p/AF1QipMf97T2bpanOdLlsAZMWEYtjGhbEzTOSQ11mN4h=w408-h306-k-no,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Denver Market,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipMf97T2bpanOdLlsAZMWEYtjGhbEzTOSQ11mN4h=w408-h306-k-no,,https://www.yelp.com/biz/denver-market-denver,Groc_999,1,20,500,Yes,"1700 W 40th Ave, Denver, CO 80211, United States",Denver,Colorado,USA,80211,39.77874801,-105.0107031,"39.778748012131864, -105.0107030520389",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Biscuits ,"Biscuits are crisp, baked treats made from a mixture of flour, sugar, butter, and leavening agents, offering a delightful snack or accompaniment to beverages.","Biscuits are delightful baked goods enjoyed for their crisp texture and versatile flavors. Made from a simple combination of flour, sugar, butter, and leavening agents such as baking powder or baking soda, biscuits are mixed into a dough, shaped, and baked until golden brown. They come in a variety of forms, including sweet biscuits like shortbread or chocolate chip cookies, and savory options like cheese biscuits or crackers. ",https://cdn.pixabay.com/photo/2018/03/11/09/08/cookie-3216243_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Denver Market,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipMf97T2bpanOdLlsAZMWEYtjGhbEzTOSQ11mN4h=w408-h306-k-no,,https://www.yelp.com/biz/denver-market-denver,Groc_999,1,20,500,Yes,"1700 W 40th Ave, Denver, CO 80211, United States",Denver,Colorado,USA,80211,39.77874801,-105.0107031,"39.778748012131864, -105.0107030520389",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Chips,"Chips are crispy, savory snacks made from thinly sliced potatoes or other ingredients, offering a satisfying crunch in various flavors.","Chips are popular savory snacks enjoyed worldwide, typically made from thinly sliced potatoes or alternative ingredients like corn, tapioca, or vegetables. These slices are deep-fried, baked, or air-dried to achieve a crispy texture and seasoned with various flavorings such as salt, cheese, barbecue, or herbs. Chips come in a wide array of shapes, including classic potato chips, tortilla chips, and vegetable chips, offering a crunchy and satisfying snack experience. They are often enjoyed on their own, paired with dips, or as accompaniments to meals, providing a convenient and flavorful option for snacking.",https://cdn.pixabay.com/photo/2024/04/01/06/57/cookies-8668144_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Denver Market,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipMf97T2bpanOdLlsAZMWEYtjGhbEzTOSQ11mN4h=w408-h306-k-no,,https://www.yelp.com/biz/denver-market-denver,Groc_999,1,20,500,Yes,"1700 W 40th Ave, Denver, CO 80211, United States",Denver,Colorado,USA,80211,39.77874801,-105.0107031,"39.778748012131864, -105.0107030520389",STORE PICKUP
"Route -1 : 
I-25 N",,,Thornton,Retail,Water Bottle,"A water bottle is a portable container designed for carrying and dispensing water, ideal for hydration on the go.","A water bottle is a convenient and portable container crafted to hold water for easy access and consumption. Available in various sizes, shapes, and materials such as plastic, stainless steel, or glass, water bottles are designed for versatility and durability. They often feature leak-proof caps or lids, making them suitable for travel, outdoor activities, or daily use. Water bottles promote hydration, providing a convenient way to carry and access water throughout the day, whether at work, school, the gym, or during outdoor adventures.",https://maps.app.goo.gl/348z1L6Px3Hie1eF8,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Tejal India Grocery,Daily Essentials,Retail hub offering variety for shoppers,https://maps.app.goo.gl/aJSwpkyTy5FYJXvG8,,https://www.yelp.com/biz/tejal-india-grocery-thornton,Groc_998,1,20,500,Yes,"10351 Grant St #6, Thornton, CO 80229, United States",Thornton,Colorado,USA,80229,39.89158344,-104.9839239,"39.89158344204694, -104.98392388418651",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Burger ,"A burger is a savory sandwich consisting of a grilled or fried patty made from ground meat or plant-based ingredients, typically served in a soft bun with various toppings and condiments.","A burger is a popular and versatile sandwich enjoyed for its savory flavors and customizable toppings. At its core is a patty made from ground beef, though alternatives such as turkey, chicken, or vegetarian options like black bean or quinoa patties are also common. The patty is seasoned, shaped, and either grilled or fried until cooked through, then placed between soft buns. Burgers are often accompanied by a variety of toppings such as lettuce, tomato, onions, pickles, cheese, and sauces like ketchup, mustard, or mayonnaise. ",https://cdn.pixabay.com/photo/2024/04/01/06/57/cookies-8668144_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Tejal India Grocery,Daily Essentials,Retail hub offering variety for shoppers,https://maps.app.goo.gl/aJSwpkyTy5FYJXvG8,,https://www.yelp.com/biz/tejal-india-grocery-thornton,Groc_998,1,20,500,Yes,"10351 Grant St #6, Thornton, CO 80229, United States",Thornton,Colorado,USA,80229,39.89158344,-104.9839239,"39.89158344204694, -104.98392388418651",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Cake,"Cake is a sweet and indulgent dessert made from a combination of flour, sugar, eggs, and flavorings, often topped with frosting or icing for added sweetness.","Cake is a classic dessert enjoyed for its rich flavor and decadent texture. Typically made from a blend of flour, sugar, eggs, and butter or oil, cakes come in a variety of types and flavors, ranging from moist chocolate to light vanilla. Additional ingredients such as cocoa powder, fruits, nuts, or flavor extracts may be incorporated to enhance taste and texture. Once baked, cakes are often adorned with frosting, icing, or glaze, adding sweetness and visual appeal. Whether enjoyed on special occasions like birthdays or weddings, or simply as a delightful treat, cake serves as a beloved symbol of celebration and indulgence in culinary traditions worldwide.",https://cdn.pixabay.com/photo/2016/11/22/18/52/cake-1850011_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Tejal India Grocery,Daily Essentials,Retail hub offering variety for shoppers,https://maps.app.goo.gl/aJSwpkyTy5FYJXvG8,,https://www.yelp.com/biz/tejal-india-grocery-thornton,Groc_998,1,20,500,Yes,"10351 Grant St #6, Thornton, CO 80229, United States",Thornton,Colorado,USA,80229,39.89158344,-104.9839239,"39.89158344204694, -104.98392388418651",STORE PICKUP
"Route -1 : 
I-25 N",,,Buda,Retail,Chips,"Chips are crispy, savory snacks made from thinly sliced potatoes or other ingredients, offering a satisfying crunch in various flavors.","Chips are popular savory snacks enjoyed worldwide, typically made from thinly sliced potatoes or alternative ingredients like corn, tapioca, or vegetables. These slices are deep-fried, baked, or air-dried to achieve a crispy texture and seasoned with various flavorings such as salt, cheese, barbecue, or herbs. Chips come in a wide array of shapes, including classic potato chips, tortilla chips, and vegetable chips, offering a crunchy and satisfying snack experience. They are often enjoyed on their own, paired with dips, or as accompaniments to meals, providing a convenient and flavorful option for snacking.",https://lh5.googleusercontent.com/p/AF1QipPvxe-5xFeaIJWEAsZciTqTakJBHC422HFfYIzC=w426-h240-k-no,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,King Soopers,Daily Essentials,Retail hub offering variety for shoppers,https://maps.app.goo.gl/RZE3J9r3xeLczvrc7,,https://www.kingsoopers.com/,Groc_1000,1,20,500,Yes,"1331 Speer Blvd, Buda, CO 80204, United States",Buda,Texas,USA,80204,40.42990031,-104.9913361,"40.429900310397905, -104.99133613886278",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Chocolate ,"Chocolate is a beloved sweet treat made from cocoa beans, offering a rich and indulgent flavor experience in various forms such as bars, truffles, and confections.","Chocolate is a decadent and versatile confection cherished worldwide for its rich flavor and creamy texture. Derived from cocoa beans harvested from the cacao tree, chocolate undergoes a process of roasting, grinding, and refining to produce cocoa mass, which forms the basis of chocolate products.",https://cdn.pixabay.com/photo/2023/12/18/11/05/chocolate-8455786_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,King Soopers,Daily Essentials,Retail hub offering variety for shoppers,https://maps.app.goo.gl/RZE3J9r3xeLczvrc7,,https://www.kingsoopers.com/,Groc_1000,1,20,500,Yes,"1331 Speer Blvd, Buda, CO 80204, United States",Buda,Texas,USA,80204,40.42990031,-104.9913361,"40.429900310397905, -104.99133613886278",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Bacon ,"A bacon is a savory meat product typically made from pork belly that is cured, smoked, and sliced, offering a salty and flavorful addition to various dishes.","Bacon is a savory meat product derived from pork belly, characterized by its rich flavor and crispy texture. The bacon-making process involves curing the pork belly with salt and sometimes sugar, along with seasonings and spices, to impart flavor and preserve the meat. After curing, the bacon is often smoked using wood chips or liquid smoke, adding depth and complexity to its taste profile. Once cured and smoked, the bacon is sliced thinly and can be cooked by frying, baking, or grilling until crispy. ",https://cdn.pixabay.com/photo/2017/02/11/14/19/valentines-day-2057745_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,King Soopers,Daily Essentials,Retail hub offering variety for shoppers,https://maps.app.goo.gl/RZE3J9r3xeLczvrc7,,https://www.kingsoopers.com/,Groc_1000,1,20,500,Yes,"1331 Speer Blvd, Buda, CO 80204, United States",Buda,Texas,USA,80204,40.42990031,-104.9913361,"40.429900310397905, -104.99133613886278",STORE PICKUP
"Route -1 : 
I-25 N",,,Denver,Retail,Cake,"Cake is a sweet and indulgent dessert made from a combination of flour, sugar, eggs, and flavorings, often topped with frosting or icing for added sweetness.","Cake is a classic dessert enjoyed for its rich flavor and decadent texture. Typically made from a blend of flour, sugar, eggs, and butter or oil, cakes come in a variety of types and flavors, ranging from moist chocolate to light vanilla. Additional ingredients such as cocoa powder, fruits, nuts, or flavor extracts may be incorporated to enhance taste and texture. Once baked, cakes are often adorned with frosting, icing, or glaze, adding sweetness and visual appeal. Whether enjoyed on special occasions like birthdays or weddings, or simply as a delightful treat, cake serves as a beloved symbol of celebration and indulgence in culinary traditions worldwide.",https://maps.app.goo.gl/VtAwBv1VMEAH9o216,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Max Market,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipNtU3nIV8xfShXDHE9Oi1XOjCipfE8szrOOfR3C=w408-h741-k-no,,https://www.allmenus.com/co/denver/495533-max-market/menu/,Groc_1001,1,20,500,Yes,"2080 Lawrence St, Denver, CO 80205, United States",Denver,Colorado,USA,80205,40.46314726,-104.9915936,"40.46314725708263, -104.99159363490425",STORE PICKUP
